question_id,model,labels,correct,domain,n_steps
322,deepseek,"['Computation' 'Backtrack' 'Backtrack' 'Setup' 'Backtrack' 'Computation'
 'Computation' 'Setup' 'Computation' 'Backtrack' 'Exploration'
 'Exploration' 'Backtrack' 'Exploration' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Exploration' 'Backtrack' 'Backtrack' 'Backtrack'
 'Setup' 'Setup' 'Exploration' 'Backtrack' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Conclusion' 'Exploration' 'Exploration'
 'Computation' 'Backtrack' 'Computation' 'Exploration' 'Backtrack'
 'Backtrack' 'Setup' 'Backtrack' 'Exploration' 'Backtrack' 'Backtrack'
 'Backtrack' 'Exploration' 'Computation' 'Setup' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Conclusion' 'Setup' 'Backtrack' 'Backtrack' 'Backtrack' 'Computation'
 'Backtrack' 'Exploration' 'Computation' 'Exploration' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Exploration' 'Backtrack' 'Backtrack'
 'Exploration' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack'
 'Backtrack' 'Conclusion' 'Exploration' 'Setup' 'Conclusion' 'Computation'
 'Conclusion' 'Computation' 'Backtrack' 'Backtrack' 'Exploration'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Exploration'
 'Computation' 'Setup' 'Backtrack' 'Backtrack' 'Exploration' 'Exploration'
 'Backtrack' 'Exploration' 'Backtrack' 'Setup' 'Exploration' 'Exploration'
 'Computation' 'Setup' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Backtrack' 'Exploration'
 'Backtrack' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Backtrack' 'Conclusion' 'Backtrack' 'Computation' 'Backtrack'
 'Backtrack' 'Conclusion' 'Computation' 'Computation' 'Exploration'
 'Backtrack' 'Conclusion' 'Exploration' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Exploration'
 'Exploration' 'Backtrack' 'Computation' 'Backtrack' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Backtrack' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Exploration' 'Setup' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Setup' 'Setup' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Backtrack' 'Verification' 'Backtrack' 'Computation' 'Setup'
 'Exploration' 'Setup' 'Conclusion' 'Computation' 'Exploration'
 'Conclusion' 'Conclusion' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Exploration' 'Conclusion' 'Backtrack' 'Conclusion'
 'Computation' 'Conclusion' 'Conclusion' 'Conclusion' 'Computation']",0,AI-MO/NuminaMath-CoT/aops_forum,276
323,gemini,"['Setup' 'Setup' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Setup' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Setup'
 'Exploration' 'Exploration' 'Setup' 'Computation' 'Exploration'
 'Computation' 'Exploration' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Setup' 'Verification' 'Setup' 'Backtrack' 'Exploration' 'Exploration'
 'Computation' 'Backtrack' 'Exploration' 'Computation']",1,qq8933/AIME_1983_2024,61
323,deepseek,"['Setup' 'Backtrack' 'Exploration' 'Backtrack' 'Computation' 'Exploration'
 'Setup' 'Computation' 'Computation' 'Computation' 'Setup' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Conclusion' 'Conclusion' 'Setup'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Exploration' 'Exploration' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Exploration' 'Backtrack'
 'Computation' 'Conclusion' 'Setup' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Exploration' 'Backtrack' 'Backtrack' 'Conclusion' 'Setup' 'Conclusion'
 'Exploration' 'Exploration' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Exploration' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Exploration' 'Setup'
 'Conclusion' 'Setup' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Conclusion' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Computation' 'Computation' 'Verification'
 'Exploration' 'Computation' 'Backtrack' 'Conclusion' 'Backtrack'
 'Backtrack' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Verification' 'Exploration' 'Backtrack' 'Exploration'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Setup' 'Verification' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Verification' 'Computation' 'Verification'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Conclusion' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Verification' 'Computation'
 'Exploration' 'Computation' 'Conclusion']",1,qq8933/AIME_1983_2024,277
324,gemini,"['Exploration' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Backtrack' 'Exploration' 'Backtrack'
 'Exploration' 'Computation' 'Exploration' 'Backtrack' 'Exploration'
 'Exploration' 'Backtrack' 'Exploration' 'Exploration']",0,0xharib/xword1,19
324,deepseek,"['Exploration' 'Exploration' 'Exploration' 'Backtrack' 'Backtrack'
 'Backtrack' 'Conclusion' 'Setup' 'Backtrack' 'Exploration' 'Setup'
 'Backtrack' 'Exploration' 'Backtrack' 'Backtrack' 'Conclusion'
 'Backtrack' 'Backtrack' 'Backtrack' 'Conclusion' 'Setup' 'Conclusion'
 'Backtrack' 'Backtrack' 'Backtrack' 'Verification' 'Exploration'
 'Backtrack' 'Exploration' 'Backtrack' 'Exploration' 'Conclusion'
 'Backtrack' 'Exploration' 'Backtrack' 'Exploration' 'Backtrack'
 'Exploration' 'Exploration' 'Backtrack' 'Verification' 'Exploration'
 'Exploration' 'Conclusion' 'Exploration' 'Backtrack' 'Backtrack'
 'Computation' 'Backtrack' 'Exploration' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Conclusion' 'Backtrack'
 'Exploration' 'Verification' 'Backtrack' 'Exploration' 'Backtrack'
 'Verification' 'Backtrack' 'Backtrack' 'Exploration' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Exploration' 'Backtrack'
 'Exploration' 'Conclusion' 'Backtrack' 'Backtrack' 'Exploration'
 'Exploration' 'Backtrack' 'Exploration' 'Exploration' 'Backtrack'
 'Exploration' 'Backtrack' 'Exploration' 'Exploration' 'Backtrack'
 'Exploration' 'Exploration' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Exploration' 'Exploration' 'Backtrack' 'Backtrack'
 'Backtrack' 'Exploration' 'Exploration' 'Conclusion' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Setup' 'Backtrack'
 'Exploration' 'Backtrack' 'Exploration' 'Conclusion' 'Exploration'
 'Exploration' 'Exploration' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Backtrack' 'Exploration' 'Exploration'
 'Backtrack' 'Exploration' 'Conclusion' 'Backtrack' 'Setup' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Exploration' 'Backtrack' 'Exploration' 'Backtrack' 'Exploration'
 'Exploration' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Conclusion' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Conclusion' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack']",0,0xharib/xword1,168
325,gemini,"['Setup' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Setup' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Verification' 'Verification' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Verification' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Verification'
 'Computation' 'Computation' 'Verification' 'Setup']",1,qfq/openaimath/Intermediate Algebra,69
325,deepseek,"['Setup' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Backtrack'
 'Conclusion' 'Computation' 'Conclusion' 'Conclusion' 'Verification'
 'Exploration' 'Conclusion' 'Computation' 'Conclusion' 'Conclusion'
 'Computation' 'Conclusion' 'Conclusion' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Verification'
 'Computation' 'Computation' 'Verification' 'Backtrack' 'Backtrack'
 'Backtrack' 'Verification' 'Verification' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Backtrack' 'Conclusion' 'Backtrack' 'Backtrack' 'Conclusion'
 'Computation' 'Computation' 'Exploration' 'Backtrack' 'Backtrack'
 'Conclusion' 'Computation' 'Verification' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Setup' 'Computation' 'Computation'
 'Conclusion' 'Backtrack' 'Verification' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Conclusion']",1,qfq/openaimath/Intermediate Algebra,76
326,gemini,"['Setup' 'Setup' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Setup' 'Exploration'
 'Exploration' 'Computation' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Setup'
 'Exploration' 'Computation' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Verification' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Exploration' 'Computation' 'Exploration' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation']",1,AI-MO/NuminaMath-CoT/olympiads,45
326,deepseek,"['Setup' 'Setup' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Setup'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Setup' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Conclusion' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Verification' 'Setup' 'Backtrack' 'Exploration'
 'Exploration' 'Computation' 'Conclusion' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Conclusion' 'Setup' 'Setup' 'Exploration' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Setup' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Conclusion' 'Exploration' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Setup' 'Computation'
 'Computation' 'Verification' 'Backtrack' 'Computation' 'Conclusion'
 'Conclusion' 'Verification' 'Computation' 'Computation' 'Computation'
 'Verification' 'Computation' 'Exploration' 'Verification' 'Backtrack'
 'Backtrack' 'Conclusion' 'Conclusion' 'Backtrack' 'Verification'
 'Verification' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Conclusion' 'Conclusion'
 'Backtrack' 'Verification' 'Computation' 'Computation' 'Computation'
 'Computation' 'Verification' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Backtrack' 'Conclusion' 'Verification' 'Conclusion'
 'Conclusion']",1,AI-MO/NuminaMath-CoT/olympiads,253
327,gemini,"['Setup' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Computation' 'Exploration' 'Exploration' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Exploration'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Exploration'
 'Exploration' 'Computation' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Exploration' 'Exploration' 'Computation' 'Exploration'
 'Exploration' 'Exploration' 'Computation']",0,TIGER-Lab/TheoremQA/float,53
327,deepseek,"['Computation' 'Computation' 'Exploration' 'Backtrack' 'Computation'
 'Exploration' 'Exploration' 'Computation' 'Computation' 'Setup'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Exploration' 'Computation' 'Conclusion' 'Computation' 'Conclusion'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Backtrack' 'Backtrack' 'Backtrack' 'Verification' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Verification' 'Exploration' 'Computation'
 'Computation' 'Conclusion' 'Backtrack' 'Exploration' 'Exploration'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Conclusion' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Verification' 'Computation' 'Exploration'
 'Exploration' 'Verification' 'Backtrack' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Setup' 'Computation'
 'Exploration' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Exploration' 'Backtrack'
 'Computation' 'Backtrack' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Backtrack' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack' 'Setup'
 'Conclusion' 'Conclusion' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Backtrack' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Conclusion' 'Conclusion' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Conclusion' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Conclusion'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Backtrack' 'Backtrack' 'Conclusion'
 'Backtrack' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Backtrack'
 'Conclusion' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Backtrack' 'Setup' 'Conclusion' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Conclusion'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Exploration' 'Verification' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Exploration' 'Exploration'
 'Computation' 'Exploration' 'Conclusion' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Setup' 'Setup' 'Exploration' 'Exploration'
 'Computation' 'Computation' 'Conclusion' 'Conclusion' 'Computation'
 'Exploration' 'Setup' 'Computation' 'Exploration' 'Verification'
 'Computation' 'Exploration' 'Conclusion' 'Computation' 'Conclusion'
 'Computation' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Computation' 'Conclusion' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Backtrack'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Conclusion' 'Backtrack' 'Backtrack' 'Backtrack' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Setup' 'Backtrack' 'Backtrack' 'Computation'
 'Conclusion' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Setup' 'Exploration'
 'Computation' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Conclusion' 'Computation' 'Conclusion'
 'Exploration' 'Conclusion' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Exploration' 'Exploration' 'Exploration'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Computation'
 'Exploration' 'Backtrack' 'Exploration' 'Conclusion' 'Exploration'
 'Exploration' 'Conclusion' 'Conclusion' 'Conclusion' 'Conclusion' 'Setup'
 'Setup' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Backtrack'
 'Computation' 'Exploration' 'Conclusion' 'Verification' 'Conclusion']",0,TIGER-Lab/TheoremQA/float,495
